Gene	sgRNA	ATRT_common|beta	ATRT_common|z	ATRT_common|p-value	ATRT_common|fdr	ATRT_common|wald-p-value	ATRT_common|wald-fdr
GNAT1	4	0.34252	1.4381	0.74116	0.94486	0.15041	0.47241
NELFCD	4	-1.0937	-3.529	5.2323e-05	0.0020243	0.00041712	0.022718
ERAP2	4	-0.27755	-1.585	0.069799	0.39444	0.11297	0.47241
ATP13A3	4	-0.094203	-0.32676	0.19621	0.62604	0.74385	0.82958
BTBD11	4	0.59498	1.6834	0.12694	0.51893	0.092301	0.47241
GAST	4	0.58021	1.1432	0.14499	0.55189	0.25296	0.49657
XKRX	4	0.4974	0.68859	0.29249	0.72828	0.49108	0.64831
GABRA2	4	0.021161	0.079518	0.35752	0.77809	0.93662	0.9609
OR10K1	4	0.31999	1.5257	0.81744	0.96273	0.12709	0.47241
ZKSCAN2	4	0.18188	0.77958	0.74335	0.94526	0.43564	0.61067
FOXA3	4	0.48102	0.96348	0.33016	0.75623	0.33531	0.54655
LAGE3	4	-0.066571	-0.31124	0.22693	0.66007	0.75562	0.83772
SPANXD	4	0.0077328	0.046013	0.33335	0.75872	0.9633	0.97757
PRG2	4	0.39112	1.1564	0.58293	0.89691	0.24753	0.49417
CC2D1A	4	0.38907	1.4262	0.58911	0.89715	0.1538	0.47241
FBN2	3	0.25749	1.2559	0.96175	0.9947	0.20915	0.48131
PSMD10	4	0.31903	1.3144	0.82053	0.9629	0.1887	0.47409
RLN3	4	0.44399	1.4564	0.42434	0.82174	0.14527	0.47241
LDB1	4	-0.75719	-2.4196	0.0031917	0.054905	0.015536	0.24909
BPHL	4	0.25195	0.64312	0.95861	0.99398	0.52015	0.66966
LSMEM1	4	0.23492	1.1119	0.90168	0.98115	0.26617	0.50541
SLC25A26	4	-0.53745	-2.1805	0.014494	0.15712	0.029223	0.37942
GNG2	4	0.25451	1.3193	0.96751	0.99501	0.18706	0.47331
PRKRIR	4	-0.56223	-1.2302	0.012558	0.14475	0.21861	0.48329
ARSD	4	0.21433	1.1491	0.83623	0.96699	0.2505	0.496
TMED10	4	-0.50916	-1.6553	0.017581	0.17958	0.097863	0.47241
TACC2	4	0.19242	0.93198	0.77234	0.95381	0.35135	0.55689
CALM3	4	-0.10012	-0.45024	0.19019	0.61913	0.65254	0.76446
VPS33B	4	0.59911	0.8637	0.12181	0.50686	0.38775	0.58063
PARD6A	4	0.24862	1.4503	0.94715	0.99038	0.14698	0.47241
CHCHD10	4	0.52989	1.666	0.22666	0.66007	0.095709	0.47241
ITGA6	4	0.44122	1.539	0.43188	0.82689	0.12381	0.47241
ERCC6-PGBD3	4	0.2117	1.224	0.8277	0.9644	0.22094	0.48366
GRHL2	4	-0.15331	-0.9995	0.14132	0.54619	0.31755	0.53619
PFKFB3	4	0.19793	0.6548	0.78699	0.9562	0.51259	0.66454
TUBG1	4	-0.49112	-1.6256	0.019569	0.1914	0.10404	0.47241
METTL16	4	-0.9435	-3.2991	0.00057555	0.015385	0.00097003	0.037835
TINAG	4	0.45362	1.8016	0.39943	0.80809	0.071613	0.47241
PAGE1	4	0.073828	0.42977	0.46562	0.84479	0.66736	0.77538
OR4K13	4	0.010498	0.047948	0.33874	0.76502	0.96176	0.97678
CLSTN1	3	0.38959	1.4161	0.64635	0.91644	0.15676	0.47241
HPD	4	0.0207	0.12658	0.3569	0.77797	0.89927	0.93717
LMX1A	4	0.6098	1.7333	0.10873	0.48113	0.083047	0.47241
CLMP	4	-0.077155	-0.52904	0.21463	0.64721	0.59678	0.72316
VEGFA	4	0.19362	1.0343	0.77616	0.95475	0.30098	0.52672
SERTM1	4	0.25563	0.84005	0.97049	0.99501	0.40088	0.58845
USP7	4	-1.5622	-4.2624	0	0	2.0226e-05	0.0034515
ACTR6	4	-0.0032044	-0.0095122	0.31614	0.74614	0.99241	0.99533
M6PR	4	-0.031761	-0.21039	0.27365	0.70989	0.83336	0.89383
ZMYND8	4	0.29877	1.0143	0.88824	0.97816	0.31044	0.53145
ARNT	4	0.28825	0.83126	0.92502	0.98716	0.40583	0.59156
GGA2	4	0.43306	1.0238	0.45495	0.84058	0.30595	0.52916
KRT81	4	0.6244	1.3458	0.095123	0.45314	0.17835	0.47241
CCNI	4	0.17585	1.1354	0.72661	0.94201	0.25621	0.49889
CRB2	4	0.34321	1.0153	0.73849	0.94383	0.30994	0.53134
PGAM1	4	-0.79886	-3.008	0.0021976	0.041874	0.0026298	0.074572
KRT83	4	0.42399	1.4902	0.48122	0.85539	0.13617	0.47241
B9D1	4	0.24829	1.3674	0.94585	0.99038	0.17151	0.47241
TTLL9	4	0.13733	0.75401	0.62003	0.90696	0.45084	0.62052
CTSL	4	0.33754	1.5055	0.75984	0.95093	0.13218	0.47241
CPOX	4	0.2318	0.75086	0.89148	0.97903	0.45274	0.62177
PLXNB2	4	0.31307	1.1411	0.84047	0.96788	0.25384	0.49712
SLPI	4	0.64762	1.2815	0.073305	0.40421	0.20001	0.47797
SNX25	4	0.053522	0.33083	0.4212	0.8206	0.74077	0.82735
CLDN25	4	0.48797	1.409	0.31315	0.74515	0.15885	0.47241
PNMA1	4	0.01381	0.10028	0.3447	0.76909	0.92012	0.95026
OMD	4	0.20006	0.76234	0.79343	0.95823	0.44585	0.61712
OLFM3	4	0.50479	1.5801	0.2759	0.71189	0.11408	0.47241
NPIPB5	4	-0.24329	-1.386	0.084397	0.4329	0.16575	0.47241
TMEM202	4	-0.29609	-1.7276	0.063049	0.37786	0.084057	0.47241
OR4N2	4	0.466	1.1104	0.36668	0.78433	0.26682	0.50564
FRMD5	4	0.49815	1.5948	0.29092	0.7267	0.11075	0.47241
REPIN1	4	0.2499	0.91666	0.95129	0.99209	0.35932	0.56252
TTLL5	4	0.00013688	0.00086336	0.32121	0.74896	0.99931	0.99973
FAM47E	4	0.54926	1.4092	0.19166	0.62068	0.15877	0.47241
MAOA	4	0.10355	0.57548	0.53464	0.87859	0.56496	0.70078
GNAS	4	0.634	0.81886	0.085601	0.43476	0.41287	0.59593
LYSMD4	4	0.03115	0.14003	0.37584	0.79241	0.88863	0.92989
KDM5C	4	0.13726	0.90916	0.61982	0.90696	0.36327	0.56445
NARFL	4	-1.2755	-3.9576	0	0	7.5716e-05	0.0079713
TEF	4	0.22884	0.88375	0.88165	0.97723	0.37683	0.57337
NHLH2	4	0.86937	1.5684	0.0070113	0.097313	0.11678	0.47241
KIAA0825	4	-0.099893	-0.79985	0.1903	0.61913	0.4238	0.60284
TRABD2A	4	0.1876	0.68902	0.75863	0.9505	0.49081	0.64827
LRGUK	4	0.42283	1.0946	0.48467	0.85739	0.27368	0.50994
RUVBL2	4	-1.0923	-3.2437	5.2323e-05	0.0020243	0.0011798	0.042868
ARPP21	4	0.29881	1.4026	0.88813	0.97816	0.16074	0.47241
KERA	4	1.0392	0.72253	0.0012034	0.026932	0.46997	0.63321
CDADC1	4	-0.55837	-2.4723	0.012871	0.14669	0.013425	0.22586
NUP210L	4	0.099926	0.91288	0.52485	0.874	0.3613	0.56342
RLN1	4	0.11212	0.68084	0.55531	0.88687	0.49597	0.65233
SLC10A4	4	0.50877	1.6317	0.26789	0.70407	0.10275	0.47241
MTCL1	4	0.52966	1.3433	0.22698	0.66007	0.17919	0.47241
LRRC32	4	0.52379	1.802	0.2377	0.67224	0.071539	0.47241
EPT1	4	0.068229	0.30216	0.45432	0.84032	0.76253	0.84286
ANKRD31	4	-0.10984	-0.43577	0.18031	0.60594	0.663	0.77184
SLFN14	4	0.20034	1.3081	0.79442	0.95839	0.19084	0.47571
NME3	4	0.32585	1.1635	0.79688	0.95853	0.24461	0.49256
GABARAPL2	4	0.38831	1.4144	0.59078	0.89776	0.15724	0.47241
BAMBI	4	0.29251	0.43967	0.91063	0.98367	0.66017	0.76995
EP400	4	-0.93423	-3.2752	0.00057555	0.015385	0.0010559	0.040008
TSSC1	4	-0.079032	-0.23913	0.21306	0.64553	0.811	0.87749
SLC26A6	4	0.12122	0.80615	0.57817	0.89524	0.42016	0.60058
EIF4A2	4	0.10754	0.55612	0.54489	0.88412	0.57813	0.70991
IQCJ-SCHIP1	4	0.52413	1.7286	0.23713	0.67215	0.083888	0.47241
RAB28	4	-0.49344	-1.5842	0.019203	0.18937	0.11316	0.47241
ASAH2B	4	-0.23026	-1.3361	0.090728	0.44496	0.18152	0.47241
PKLR	4	-0.038637	-0.17439	0.26271	0.69804	0.86156	0.91236
ZBTB7B	4	0.024018	0.1953	0.36181	0.77959	0.84516	0.90158
RFNG	4	0.28895	1.6407	0.92314	0.98669	0.10085	0.47241
AARS2	4	-0.4551	-1.7442	0.024853	0.22427	0.081132	0.47241
VEPH1	4	0.067549	0.40556	0.45254	0.83952	0.68507	0.78826
ZNF517	4	0.085625	0.29648	0.49194	0.86003	0.76687	0.84574
CHIA	4	0.18684	1.5016	0.75644	0.94974	0.1332	0.47241
SLC1A4	4	0.58573	1.4571	0.13703	0.53845	0.14508	0.47241
HNF1B	4	0.6974	1.5061	0.044161	0.31375	0.13204	0.47241
PRR11	4	0.057173	0.49296	0.42863	0.82489	0.62204	0.74122
NRIP1	4	0.17724	0.92257	0.73033	0.94205	0.35623	0.5609
SMIM5	4	0.26184	1.0537	0.99126	0.99884	0.29202	0.52042
C16orf13	4	0.38102	1.465	0.6149	0.90604	0.14291	0.47241
CCDC84	4	-0.20729	-0.52723	0.10313	0.47108	0.59803	0.72408
SMG5	4	-0.10057	-0.2633	0.18962	0.61843	0.79232	0.86397
TNIK	4	0.36096	1.682	0.67905	0.92463	0.092573	0.47241
GPR88	4	0.74725	1.6003	0.0259	0.22959	0.10952	0.47241
NRN1L	4	0.15533	0.99755	0.66707	0.92159	0.3185	0.5365
UBFD1	4	0.20039	0.64092	0.79458	0.95839	0.52157	0.67082
GIT1	4	0.44429	1.1589	0.42335	0.82149	0.2465	0.49352
MDH1	4	0.51594	0.81941	0.2533	0.68891	0.41255	0.59566
BMPR2	4	0.22413	1.2493	0.86616	0.97267	0.21157	0.48173
TIA1	4	0.55254	0.71655	0.18549	0.61205	0.47365	0.63593
BATF3	4	0.19827	0.9696	0.78788	0.95649	0.33225	0.54468
PRKCI	4	0.2922	1.0579	0.91215	0.98447	0.29009	0.51913
OR8D2	4	0.39562	0.65632	0.56812	0.88998	0.51162	0.6635
AIDA	4	0.34937	1.1118	0.71892	0.94026	0.26621	0.50541
JMJD6	4	-0.56017	-1.8021	0.012715	0.14593	0.071536	0.47241
HEXDC	4	0.68337	1.7096	0.050596	0.33518	0.087343	0.47241
CLPB	4	0.25288	0.81619	0.96186	0.9947	0.41439	0.59709
ANAPC10	4	-0.36071	-1.1633	0.043481	0.31019	0.24472	0.49256
HOMEZ	4	0.22065	1.1811	0.85533	0.96992	0.23755	0.49027
SLC38A10	4	-0.02894	-0.19916	0.27757	0.71333	0.84214	0.89976
BCL11B	4	0.7248	0.97478	0.032964	0.26774	0.32967	0.5431
RPL37A	4	-0.3247	-1.2499	0.052846	0.34398	0.21133	0.48164
OR13C4	4	0.47021	1.4821	0.3559	0.77693	0.13832	0.47241
ECI2	4	-0.13772	-0.55142	0.15414	0.56475	0.58135	0.71171
MROH1	4	0.44055	1.4232	0.43371	0.82824	0.15469	0.47241
CCT4	4	-1.1518	-3.5027	0	0	0.00046063	0.02405
FSTL1	4	0.054593	0.22948	0.42319	0.82149	0.81849	0.88249
ANKFN1	4	-0.32656	-1.8173	0.052166	0.34167	0.069175	0.47241
KLK4	4	0.51198	1.0082	0.26141	0.69678	0.31336	0.53322
COMMD5	4	0.14334	0.87932	0.63583	0.91372	0.37923	0.57515
MPC1	4	-0.0030066	-0.01325	0.31629	0.74614	0.98943	0.99375
BCAP31	4	0.066018	0.18743	0.44909	0.83745	0.85132	0.90528
FAM81A	4	0.033547	0.10282	0.38018	0.79614	0.91811	0.94868
OR6N2	4	0.43588	1.1679	0.44684	0.83682	0.24286	0.4919
C1orf210	4	0.74237	1.1442	0.027051	0.23564	0.25253	0.49628
IL20RA	4	0.016028	0.086643	0.34905	0.77112	0.93096	0.95703
PPM1D	4	-1.0388	-3.2088	0.00015697	0.0051282	0.0013328	0.046569
PTPRH	3	-0.17359	-0.92151	0.17136	0.59287	0.35678	0.56124
PCBD1	4	0.15062	0.50552	0.65535	0.91854	0.61319	0.73465
C1orf95	3	0.5571	1.3498	0.24785	0.68434	0.17708	0.47241
ANKRA2	4	-0.23417	-1.0974	0.089159	0.44335	0.27245	0.50941
TMIGD2	4	0.39772	1.5928	0.56216	0.88857	0.1112	0.47241
HOXC12	4	0.30058	1.3891	0.88269	0.97723	0.16481	0.47241
GRM8	4	0.66009	1.1498	0.06509	0.38485	0.25024	0.4959
TEX9	4	0.02394	0.12228	0.36171	0.77959	0.90268	0.93906
XKR9	4	-0.078127	-0.56139	0.214	0.64696	0.57453	0.7075
TMED7-TICAM2	4	-0.032566	-0.21769	0.27208	0.708	0.82767	0.88938
TREML1	4	0.42979	1.7266	0.46348	0.84439	0.084239	0.47241
ENDOG	4	0.43927	1.2307	0.43779	0.83064	0.21844	0.48329
MRM1	4	0.058181	0.1754	0.43114	0.82631	0.86077	0.91197
ZNF831	4	0.49055	1.7003	0.30803	0.74134	0.089066	0.47241
C2orf16	4	-0.42577	-1.9347	0.030766	0.25677	0.053029	0.47241
PDDC1	4	0.13208	0.43283	0.60643	0.90276	0.66514	0.7735
CCDC122	4	0.28969	1.4164	0.92073	0.98605	0.15667	0.47241
ILF3	4	-0.89875	-3.119	0.00083717	0.020592	0.0018147	0.057142
ITGB8	4	0.35309	0.93913	0.70573	0.93472	0.34766	0.55485
MFSD9	4	0.39502	0.82781	0.57006	0.89019	0.40778	0.59271
ZIC2	4	0.44018	1.1308	0.43501	0.82877	0.25812	0.50015
POLR2G	4	-1.4764	-4.1284	0	0	3.6535e-05	0.004804
ADAMTS13	4	0.070409	0.48054	0.45908	0.84301	0.63084	0.74828
LONRF3	4	1.0363	0.69019	0.0012558	0.027939	0.49007	0.64791
RAPH1	4	0.25578	1.3165	0.97075	0.99501	0.188	0.47364
TRMT1	4	0.24486	1.1522	0.93276	0.98891	0.24922	0.49516
CFAP126	4	0.22841	1.3802	0.88023	0.97655	0.16752	0.47241
MTX1	4	-0.33587	-1.4868	0.049498	0.33112	0.13706	0.47241
FKBP4	4	0.4381	1.3068	0.44072	0.83223	0.19127	0.47571
SLC45A2	4	0.14943	1.1213	0.65189	0.91706	0.26218	0.50198
NIPAL1	4	0.17891	0.61506	0.73561	0.94333	0.53851	0.6825
BHLHA9	4	0.4809	1.3543	0.33037	0.7563	0.17564	0.47241
ATP6V0E2	4	0.47146	1.2336	0.35318	0.77506	0.21734	0.48302
TEX29	4	0.37081	0.95129	0.64734	0.91644	0.34146	0.55101
DCDC2C	4	0.66539	1.4913	0.06216	0.375	0.13589	0.47241
MTHFR	4	0.088839	0.52933	0.49838	0.86238	0.59658	0.72312
HIST1H2AG	4	0.19022	0.75684	0.76632	0.95194	0.44914	0.61903
AATK	4	0.12807	0.75105	0.59627	0.89987	0.45262	0.62177
ZNF843	4	0.37755	1.3213	0.62474	0.90963	0.1864	0.47331
ISOC1	4	0.26799	1.1518	0.98938	0.99873	0.24941	0.49525
ZNF629	4	0.40722	1.739	0.53171	0.87704	0.082033	0.47241
TCAF1	4	-0.38068	-1.4287	0.038824	0.29087	0.15309	0.47241
CEP170B	4	0.15706	1.023	0.67199	0.92344	0.30633	0.52929
CTSA	4	-0.15408	-0.67369	0.1408	0.5459	0.50051	0.65574
KCTD11	4	0.25819	0.96103	0.97996	0.99718	0.33654	0.54751
HN1L	4	0.12099	0.90487	0.57754	0.89463	0.36553	0.5659
C1orf233	4	0.42508	1.5574	0.47818	0.85395	0.11937	0.47241
SMCO4	4	0.29643	1.5026	0.89671	0.98044	0.13294	0.47241
SLC2A4	4	0.67791	1.2552	0.053893	0.34727	0.20941	0.48132
ADAMTS2	4	0.14665	0.9834	0.64446	0.91644	0.32541	0.54018
TEX33	4	0.12904	0.57015	0.59847	0.90029	0.56858	0.70334
L3MBTL3	4	0.10492	0.45461	0.53757	0.88038	0.64939	0.76278
DDO	4	0.61207	0.94867	0.10622	0.47632	0.34279	0.55155
TMEM52	4	0.33027	1.2259	0.78375	0.95593	0.22024	0.48347
LTK	4	0.26187	0.81566	0.99131	0.99884	0.41469	0.59735
PRM2	4	0.76494	1.5362	0.021923	0.20651	0.12448	0.47241
OR4C6	4	0.24643	0.79178	0.93941	0.99024	0.42849	0.60573
OTUD3	4	0.075756	0.37282	0.46929	0.84709	0.70928	0.80554
FRMD1	4	0.41757	1.0931	0.49869	0.86261	0.27434	0.50994
GMPR2	4	0.27311	1.5577	0.97211	0.99539	0.1193	0.47241
ITGB7	4	0.14304	0.90944	0.63478	0.91314	0.36312	0.56437
FAM102A	4	-0.1065	-0.63097	0.18407	0.6103	0.52806	0.67552
WIPF2	4	0.2811	0.96099	0.9471	0.99038	0.33656	0.54751
IGF2	4	0.11664	0.63047	0.5664	0.88975	0.52839	0.67569
HGFAC	4	-0.14964	-0.84015	0.1441	0.5508	0.40082	0.58845
STON2	4	0.17282	0.67011	0.71756	0.93983	0.50279	0.65687
GCA	4	0.50104	1.1677	0.28485	0.72128	0.24294	0.4919
ZSWIM7	4	-0.014763	-0.077387	0.29856	0.73281	0.93832	0.96166
GNAI1	4	0.28172	1.3658	0.94553	0.99038	0.17199	0.47241
PDHA1	4	0.12673	0.80491	0.59282	0.89835	0.42087	0.6011
HIP1	4	0.49334	1.5742	0.30201	0.73529	0.11545	0.47241
VWC2	4	0.63767	1.3876	0.081519	0.42376	0.16525	0.47241
LIMD2	4	0.26034	1.2154	0.98624	0.99846	0.2242	0.48512
GSTM4	4	0.19017	0.91927	0.76632	0.95194	0.35795	0.56169
AIFM3	4	0.49582	1.4029	0.29594	0.7308	0.16065	0.47241
WDR46	4	0.13175	0.47402	0.60517	0.90261	0.63549	0.75199
TTC25	4	-0.098306	-0.62043	0.19203	0.62079	0.53497	0.67968
ANKRD35	4	0.18119	0.75356	0.74147	0.94486	0.45112	0.62071
CNTD1	4	0.10052	0.44924	0.5259	0.874	0.65326	0.76464
AAGAB	4	0.012693	0.07301	0.34298	0.76813	0.9418	0.96394
MRGPRX3	4	0.53241	1.3276	0.22211	0.65428	0.18433	0.47241
TNFSF15	4	0.61757	1.4295	0.10093	0.46673	0.15285	0.47241
OR9Q1	4	0.63476	1.5975	0.08492	0.43349	0.11016	0.47241
ASCC3	4	-0.51437	-2.0765	0.0169	0.17441	0.037848	0.4521
NSMCE2	4	-0.73865	-2.7901	0.0037149	0.061313	0.0052694	0.12018
SPARCL1	4	0.16655	0.71197	0.69862	0.93119	0.47648	0.63823
RELL1	4	-0.29842	-1.8612	0.062003	0.37453	0.062716	0.47241
S100PBP	4	0.33355	0.89895	0.77328	0.95381	0.36868	0.56751
TOMM20L	4	0.40725	1.5505	0.53155	0.87704	0.12102	0.47241
KIFC2	4	0.17826	0.93097	0.73362	0.9432	0.35187	0.55744
CMPK1	4	-0.52337	-1.7983	0.015854	0.1675	0.072134	0.47241
MID2	4	0.1125	0.91773	0.55604	0.88736	0.35876	0.56211
CCDC85B	4	0.68321	1.6539	0.050701	0.33576	0.098154	0.47241
SLC17A2	4	0.2149	0.90551	0.83816	0.96745	0.3652	0.5657
LOC650293	4	0.42853	1.3239	0.46751	0.84533	0.18553	0.47313
RHPN2	4	0.31148	1.3005	0.84528	0.96883	0.19342	0.47617
GPSM3	4	0.51945	1.5125	0.24702	0.68395	0.1304	0.47241
BBS10	4	0.26625	1.6054	0.99555	0.99921	0.10841	0.47241
PPP1CA	4	-0.53369	-2.0529	0.01486	0.16027	0.040084	0.46941
CTXN3	4	0.49402	1.5963	0.30018	0.73327	0.11041	0.47241
PTPRR	4	0.18466	0.98403	0.75021	0.94684	0.3251	0.53994
ZFR	4	-0.21262	-0.90653	0.10009	0.465	0.36465	0.56527
GAR1	4	-0.26228	-1.8612	0.076078	0.41143	0.062721	0.47241
C11orf52	4	0.38427	1.602	0.60381	0.90184	0.10916	0.47241
GNPNAT1	3	-0.10986	-0.4792	0.2297	0.66354	0.63179	0.74911
PER2	4	0.011834	0.087101	0.34146	0.76695	0.93059	0.95677
SPG20	4	0.24595	0.61221	0.93737	0.98983	0.5404	0.68375
THEM6	4	0.3128	1.2718	0.84109	0.96804	0.20343	0.47976
CCDC127	4	-0.17344	-1.0274	0.12484	0.514	0.30421	0.52793
REG3G	3	0.27954	0.85323	0.97808	0.99696	0.39353	0.58399
ATP5L2	4	-0.020559	-0.069662	0.29003	0.72573	0.94446	0.96579
LOC388436	4	0.051704	0.26379	0.41733	0.81851	0.79194	0.86376
ADH1C	4	0.331	0.96639	0.78103	0.95508	0.33385	0.54578
MARVELD1	4	0.48142	1.6409	0.32922	0.75571	0.10081	0.47241
LCE3D	4	0.19965	1.1216	0.79196	0.95743	0.26204	0.50196
FTSJ1	4	-0.021516	-0.16486	0.2883	0.72368	0.86905	0.91731
SNAPC4	4	-0.23201	-0.70024	0.090048	0.44413	0.48378	0.64297
TTC19	4	-0.04798	-0.18783	0.25021	0.68595	0.85101	0.90514
COPS5	4	-1.0618	-3.2957	0.00010465	0.0037037	0.00098173	0.038136
RIN2	4	0.54106	1.4355	0.20678	0.63793	0.15114	0.47241
SMIM4	4	0.14277	0.37415	0.634	0.91263	0.70829	0.80504
TNIP2	4	0.028746	0.15316	0.3705	0.78691	0.87827	0.92319
PKMYT1	4	-0.54398	-1.3236	0.014075	0.15478	0.18563	0.47313
SLC6A2	4	0.63264	1.4233	0.08738	0.43835	0.15465	0.47241
PITX2	4	0.34458	1.952	0.73394	0.9432	0.050934	0.47241
LBH	4	0.46382	1.5307	0.37249	0.78927	0.12584	0.47241
PTPN20	4	-0.16347	-0.87464	0.13348	0.53246	0.38177	0.5766
CEP131	4	0.27845	1.147	0.95553	0.9931	0.25136	0.49609
CACNG7	4	0.060699	0.34456	0.43732	0.83015	0.73042	0.82024
EIF4B	4	-0.43858	-2.0695	0.028359	0.24305	0.038503	0.45678
P4HA2	4	0.45793	1.4541	0.38907	0.8032	0.14593	0.47241
STX12	4	0.083562	0.48625	0.48723	0.85932	0.62679	0.74481
LELP1	4	0.26301	1.0215	0.99445	0.99921	0.30703	0.52965
LRRC38	4	0.22864	1.1395	0.88096	0.97679	0.25449	0.49777
TEX22	4	0.58218	1.0993	0.14216	0.54732	0.27163	0.50902
KRTAP5-1	4	0.51298	1.5459	0.25884	0.69409	0.12213	0.47241
LCE2A	4	0.32312	1.0745	0.80708	0.96141	0.28258	0.5143
OR1L8	4	0.31947	1.6843	0.8188	0.9629	0.092122	0.47241
BAZ1A	4	0.20078	1.0217	0.79536	0.95839	0.3069	0.52965
ZCCHC2	4	0.018622	0.13033	0.3536	0.77526	0.8963	0.93512
FAM13A	4	0.23424	1.4089	0.89964	0.98044	0.15886	0.47241
DTNBP1	4	0.19962	0.83141	0.79191	0.95743	0.40574	0.59155
CRIPAK	4	0.10221	0.75796	0.53113	0.87704	0.44848	0.61852
BMP1	3	6.5844e-05	0.00045864	0.37453	0.79103	0.99963	0.9999
CPNE4	4	0.42791	1.592	0.46929	0.84709	0.11138	0.47241
ZBTB25	4	0.047551	0.36815	0.40728	0.81134	0.71276	0.80775
LZTS2	4	0.44686	1.724	0.41492	0.81626	0.084709	0.47241
MED14OS	4	0.40893	1.6064	0.52689	0.87508	0.10819	0.47241
ESR2	4	0.45343	1.8262	0.40022	0.80881	0.067818	0.47241
LOC100130705	4	0.56354	1.4111	0.1677	0.58678	0.15821	0.47241
EXOC3L1	4	0.35435	1.2413	0.70087	0.93209	0.2145	0.48282
TTYH3	4	0.35939	1.453	0.68376	0.92583	0.14621	0.47241
CLCN6	4	-0.0060834	-0.034461	0.31221	0.74405	0.97251	0.98363
TMEM41B	4	-0.65685	-1.588	0.0067497	0.094853	0.11229	0.47241
BEX1	4	0.29022	0.85993	0.91921	0.98598	0.38983	0.58166
ANP32D	4	-0.52696	-1.8511	0.015592	0.16583	0.064149	0.47241
MAGEA1	4	-0.11482	-0.99621	0.1757	0.59996	0.31915	0.53688
DIXDC1	4	0.34416	0.73509	0.73498	0.9432	0.46229	0.6283
PLCZ1	4	-0.31327	-1.8564	0.056666	0.35567	0.063395	0.47241
CCL23	4	0.42466	1.5486	0.47954	0.85457	0.12148	0.47241
MMD	4	0.30375	1.3974	0.87092	0.97366	0.16228	0.47241
SLC9A7	4	-0.092566	-0.32249	0.19778	0.62776	0.74708	0.83182
TAF15	4	-0.24928	-1.2842	0.08131	0.42343	0.19908	0.47797
RNF187	4	0.44254	1.728	0.42863	0.82489	0.083993	0.47241
DAB2	4	0.51012	1.4183	0.26517	0.70097	0.1561	0.47241
KCNAB3	4	0.56478	1.2262	0.1655	0.5825	0.22011	0.48332
DUSP7	4	0.49574	1.5293	0.2961	0.7308	0.12618	0.47241
GGT1	4	0.4106	1.4581	0.52109	0.87237	0.14483	0.47241
SPIN2A	4	0.36699	1.2432	0.65938	0.91891	0.21378	0.48273
SPIN2B	4	0.21352	1.1521	0.83403	0.96676	0.24929	0.49516
OTOGL	4	0.13086	0.7008	0.60276	0.90184	0.48343	0.64275
SPECC1	4	0.40308	1.6276	0.54678	0.88466	0.10361	0.47241
CEP89	4	-0.031526	-0.10774	0.27381	0.70989	0.9142	0.94656
ALG5	4	-0.22703	-1.1103	0.09256	0.45001	0.26687	0.50564
MCMDC2	4	-0.59012	-2.3718	0.010412	0.12699	0.017701	0.26977
SOWAHA	4	0.64433	1.3334	0.076863	0.41322	0.1824	0.47241
TMEM74B	4	0.30732	1.7924	0.85946	0.97132	0.073066	0.47241
HTR4	4	0.49066	1.3962	0.30782	0.74103	0.16265	0.47241
PSMB4	4	-1.7386	-4.9249	0	0	8.4386e-07	0.0003848
OR2A14	4	0.22429	1.1058	0.86652	0.97267	0.26881	0.50716
MED27	4	-0.14155	-0.75068	0.15069	0.55939	0.45285	0.62177
TXNL4B	4	-0.59535	-2.1348	0.010046	0.1242	0.032779	0.4108
GOLGA6D	4	-0.84766	-2.642	0.001622	0.034141	0.0082414	0.16188
SNRPB	4	-0.26555	-0.99548	0.074665	0.40678	0.3195	0.53693
FOXRED2	4	0.022458	0.13183	0.35956	0.77921	0.89512	0.93446
DCAF11	4	0.2675	1.5767	0.99053	0.99873	0.11487	0.47241
FOXH1	4	0.24806	1.0263	0.9449	0.99038	0.30476	0.5284
SIRPG	4	0.28349	1.2557	0.93999	0.99029	0.20923	0.48131
ALX1	4	-0.049977	-0.33579	0.24744	0.68401	0.73703	0.82462
ADAMTS6	4	-0.018791	-0.12361	0.2929	0.72843	0.90163	0.93861
TUBGCP3	4	-1.0278	-2.2124	0.00015697	0.0051282	0.026942	0.35684
ZNF385C	4	0.19223	0.95245	0.77198	0.95381	0.34087	0.55087
SNRNP40	4	-0.95892	-3.5926	0.00047091	0.013216	0.00032744	0.019618
ALDH1A1	4	0.43821	1.8388	0.4404	0.83205	0.065938	0.47241
IKBKE	4	0.10898	0.71944	0.54856	0.88498	0.47187	0.63477
CFAP36	4	0.27019	1.1176	0.98184	0.99734	0.26375	0.50328
KRI1	4	-0.69098	-2.6299	0.0051277	0.076803	0.0085414	0.16624
TRIM39-RPP21	4	0.3731	1.6982	0.64002	0.91529	0.089473	0.47241
FCRL2	4	-0.071746	-0.378	0.22091	0.65305	0.70543	0.80265
TPD52	4	0.027543	0.15828	0.36898	0.78649	0.87424	0.92073
MED29	4	-0.14396	-0.43895	0.14855	0.55656	0.6607	0.77038
TMEM110-MUSTN1	4	0.32043	1.486	0.81624	0.96273	0.13727	0.47241
LPAR2	4	0.38608	1.4998	0.59837	0.90029	0.13368	0.47241
COL5A1	4	0.29092	1.2704	0.91649	0.98595	0.20396	0.47976
